,guid,sentence,opinion_type,target,opinin_Term,polarity,aspect_p,pos_tag,emd_con1,emd_con2,emd_con3,emd_con4,OP_Term_Tag,Target_Tag
1913,train-1913,"['Try', 'the', 'Pad', 'Thai', ',', 'it', ""'s"", 'fabulous', 'and', 'their', 'prices', 'are', 'so', 'cheap', '!']",explicit,Pad Thai,Try,positive,FOOD QUALITY positive,"['VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['VERB', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VERB', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'O', 'O', 'AUX', 'O', 'O', 'O']","['VERB', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'O', 'NOUN', 'AUX', 'O', 'ADJ', 'O']","['VERB', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'ADV', 'ADJ', 'O']","['B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1914,train-1914,"['Try', 'the', 'Pad', 'Thai', ',', 'it', ""'s"", 'fabulous', 'and', 'their', 'prices', 'are', 'so', 'cheap', '!']",explicit,Pad Thai,fabulous,positive,FOOD QUALITY positive,"['VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VERB', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'O', 'O', 'AUX', 'O', 'O', 'O']","['VERB', 'O', 'O', 'PROPN', 'O', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'O', 'NOUN', 'AUX', 'O', 'ADJ', 'O']","['VERB', 'O', 'PROPN', 'PROPN', 'O', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'ADV', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1915,train-1915,"['Try', 'the', 'Pad', 'Thai', ',', 'it', ""'s"", 'fabulous', 'and', 'their', 'prices', 'are', 'so', 'cheap', '!']",implicit,,cheap,positive,RESTAURANT PRICES positive,"['VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'AUX', 'O', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRON', 'NOUN', 'AUX', 'O', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRON', 'NOUN', 'AUX', 'O', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IT', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NULL', 'O']"
1916,train-1916,"['My', 'husband', 'and', 'I', 'thougt', 'it', 'would', 'be', 'great', 'to', 'go', 'to', 'the', 'Jekyll', 'and', 'Hyde', 'Pub', 'for', 'our', 'anniversary', ',', 'and', 'to', 'our', 'surprise', 'it', 'was', 'fantastic', '.']",explicit,Jekyll and Hyde Pub,great,positive,RESTAURANT GENERAL positive,"['PRON', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'AUX', 'AUX', 'ADJ', 'PART', 'VERB', 'ADP', 'DET', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'PRON', 'NOUN', 'PRON', 'AUX', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'AUX', 'ADJ', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CCONJ', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'AUX', 'ADJ', 'PART', 'VERB', 'ADP', 'O', 'O', 'O', 'O', 'O', 'ADP', 'O', 'O', 'O', 'CCONJ', 'ADP', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'AUX', 'ADJ', 'PART', 'VERB', 'ADP', 'O', 'PROPN', 'O', 'O', 'O', 'ADP', 'O', 'NOUN', 'O', 'CCONJ', 'ADP', 'O', 'NOUN', 'PRON', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'I-EO', 'I-EO', 'I-EO', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1917,train-1917,"['My', 'husband', 'and', 'I', 'thougt', 'it', 'would', 'be', 'great', 'to', 'go', 'to', 'the', 'Jekyll', 'and', 'Hyde', 'Pub', 'for', 'our', 'anniversary', ',', 'and', 'to', 'our', 'surprise', 'it', 'was', 'fantastic', '.']",explicit,Jekyll and Hyde Pub,fantastic,positive,RESTAURANT GENERAL positive,"['PRON', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'AUX', 'AUX', 'ADJ', 'PART', 'VERB', 'ADP', 'DET', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'PRON', 'NOUN', 'PRON', 'AUX', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADP', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADP', 'O', 'NOUN', 'PRON', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADP', 'PRON', 'NOUN', 'PRON', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O']","['O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'I-EO', 'I-EO', 'I-EO', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1918,train-1918,"['i', 'know', ',', 'you', 'were', 'too', 'busy', 'showing', 'off', 'your', 'vintage', 'tee', 'shirt', 'and', 'looking', 'bored', ',', 'but', 'my', 'agenda', 'is', 'I', ""'m"", 'here', 'to', 'eat', 'and', 'enjoy', 'the', 'company', 'of', 'friends', ',', 'seeking', 'a', 'pleasant', 'experience', '.']",implicit,,bored,negative,SERVICE GENERAL negative,"['PRON', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADV', 'ADJ', 'VERB', 'ADP', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'PRON', 'AUX', 'ADV', 'PART', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'VERB', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'VERB', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'VERB', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'VERB', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NULL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1919,train-1919,"['My', 'chow', 'fun', 'and', 'chow', 'see', 'was', 'really', 'bland', 'and', 'oily', '.']",explicit,chow fun and chow see,bland,negative,FOOD QUALITY negative,"['PRON', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'AUX', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'ADJ', 'O', 'O', 'O']","['O', 'O', 'NOUN', 'O', 'O', 'O', 'AUX', 'O', 'ADJ', 'O', 'O', 'O']","['PRON', 'NOUN', 'NOUN', 'CCONJ', 'O', 'VERB', 'AUX', 'O', 'ADJ', 'O', 'O', 'O']","['PRON', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'AUX', 'O', 'ADJ', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O']","['O', 'B-EO', 'I-EO', 'I-EO', 'I-EO', 'I-EO', 'O', 'O', 'O', 'B-EO', 'O', 'O']"
1920,train-1920,"['My', 'chow', 'fun', 'and', 'chow', 'see', 'was', 'really', 'bland', 'and', 'oily', '.']",explicit,chow fun and chow see,oily,negative,FOOD QUALITY negative,"['PRON', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'AUX', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'ADV', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O']","['O', 'B-EO', 'I-EO', 'I-EO', 'I-EO', 'I-EO', 'O', 'O', 'O', 'B-EO', 'O', 'O']"
1921,train-1921,"['Admittedly', 'some', 'nights', 'inside', 'the', 'restaurant', 'were', 'rather', 'warm', ',', 'but', 'the', 'open', 'kitchen', 'is', 'part', 'of', 'the', 'charm', '.']",explicit,open kitchen,charm,positive,AMBIENCE GENERAL positive,"['ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADP', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADP', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADP', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADP', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O']"
1922,train-1922,"['Admittedly', 'some', 'nights', 'inside', 'the', 'restaurant', 'were', 'rather', 'warm', ',', 'but', 'the', 'open', 'kitchen', 'is', 'part', 'of', 'the', 'charm', '.']",explicit,restaurant,warm,negative,AMBIENCE GENERAL negative,"['ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ADV', 'O', 'NOUN', 'O', 'O', 'O', 'AUX', 'O', 'ADJ', 'O', 'CCONJ', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O', 'O', 'O']","['ADV', 'O', 'NOUN', 'ADP', 'O', 'O', 'AUX', 'O', 'ADJ', 'O', 'CCONJ', 'O', 'O', 'NOUN', 'AUX', 'NOUN', 'O', 'O', 'O', 'O']","['ADV', 'O', 'NOUN', 'ADP', 'O', 'NOUN', 'AUX', 'O', 'ADJ', 'O', 'CCONJ', 'O', 'ADJ', 'NOUN', 'AUX', 'NOUN', 'ADP', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1923,train-1923,"['I', 'recommend', 'this', 'place', 'to', 'everyone', '.']",explicit,place,recommend,positive,RESTAURANT GENERAL positive,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","['O', 'VERB', 'O', 'O', 'O', 'O', 'O']","['PRON', 'VERB', 'O', 'NOUN', 'ADP', 'O', 'O']","['PRON', 'VERB', 'O', 'NOUN', 'ADP', 'PRON', 'O']","['PRON', 'VERB', 'O', 'NOUN', 'ADP', 'PRON', 'O']","['O', 'B-ET', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-EO', 'O', 'O', 'O']"
1924,train-1924,"['We', 'had', 'half', '/', 'half', 'pizza', ',', 'mine', 'was', 'eggplant', 'and', 'my', 'friend', 'had', 'the', 'buffalo', 'and', 'it', 'was', 'sooo', 'huge', 'for', 'a', 'small', 'size', 'pizza', '!']",explicit,half/half pizza,huge,positive,FOOD STYLE_OPTIONS positive,"['PRON', 'VERB', 'ADJ', 'SYM', 'NOUN', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'PRON', 'AUX', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'ADJ', 'ADP', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'ADJ', 'ADP', 'O', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'ADJ', 'ADP', 'O', 'O', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O']"
1925,train-1925,"['please', 'do', ""n't"", 'fool', 'us', '.']",implicit,,fool,negative,RESTAURANT MISCELLANEOUS negative,"['INTJ', 'AUX', 'PART', 'VERB', 'PRON', 'PUNCT']","['O', 'O', 'O', 'VERB', 'O', 'O']","['INTJ', 'AUX', 'PART', 'VERB', 'PRON', 'O']","['INTJ', 'AUX', 'PART', 'VERB', 'PRON', 'O']","['INTJ', 'AUX', 'PART', 'VERB', 'PRON', 'O']","['O', 'O', 'O', 'B-IT', 'O', 'O']","['O', 'O', 'O', 'B-NULL', 'O', 'O']"
1926,train-1926,"['The', 'food', 'is', 'tasty', 'and', 'portion', 'sizes', 'are', 'appropriate', '.']",explicit,food,tasty,positive,FOOD QUALITY positive,"['DET', 'NOUN', 'AUX', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","['O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'O', 'AUX', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'NOUN', 'AUX', 'ADJ', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1927,train-1927,"['The', 'food', 'is', 'tasty', 'and', 'portion', 'sizes', 'are', 'appropriate', '.']",explicit,portion sizes,appropriate,positive,FOOD STYLE_OPTIONS positive,"['DET', 'NOUN', 'AUX', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O']","['O', 'O', 'O', 'O', 'O', 'B-EO', 'I-EO', 'O', 'O', 'O']"
1928,train-1928,"['lobster', 'was', 'good', ',', 'nothing', 'spectacular', '.']",explicit,lobster,good,neutral,FOOD QUALITY neutral,"['PROPN', 'AUX', 'ADJ', 'PUNCT', 'PRON', 'ADJ', 'PUNCT']","['O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O']","['PROPN', 'AUX', 'ADJ', 'O', 'PRON', 'O', 'O']","['PROPN', 'AUX', 'ADJ', 'O', 'PRON', 'ADJ', 'O']","['PROPN', 'AUX', 'ADJ', 'O', 'PRON', 'ADJ', 'O']","['O', 'O', 'B-ET', 'O', 'O', 'O', 'O']","['B-EO', 'O', 'O', 'O', 'O', 'O', 'O']"
1929,train-1929,"['Chennai', 'Garden', 'is', 'my', 'favorite', 'Indian', 'restaurant', 'in', 'the', 'city', '.']",explicit,Chennai Garden,favorite,positive,RESTAURANT GENERAL positive,"['PROPN', 'PROPN', 'AUX', 'PRON', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'ADJ', 'O', 'NOUN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'PRON', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'O', 'O', 'O']","['O', 'O', 'O', 'PRON', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'PRON', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O']","['B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1930,train-1930,"['Beautiful', 'experience', '.']",implicit,,Beautiful,positive,RESTAURANT GENERAL positive,"['ADJ', 'NOUN', 'PUNCT']","['ADJ', 'NOUN', 'O']","['ADJ', 'NOUN', 'O']","['ADJ', 'NOUN', 'O']","['ADJ', 'NOUN', 'O']","['B-IT', 'O', 'O']","['B-NULL', 'O', 'O']"
1931,train-1931,"['do', ""n't"", 'get', 'me', 'started', 'on', 'the', 'margaritas', ',', 'either', '.']",explicit,margaritas,don't get me started,negative,DRINKS QUALITY negative,"['AUX', 'PART', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT']","['AUX', 'PART', 'VERB', 'PRON', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['AUX', 'PART', 'VERB', 'PRON', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['AUX', 'PART', 'VERB', 'PRON', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['AUX', 'PART', 'VERB', 'PRON', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-ET', 'I-ET', 'I-ET', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O']"
1932,train-1932,"['Wretched', 'and', 'retching']",implicit,,Wretched,negative,RESTAURANT GENERAL negative,"['ADJ', 'CCONJ', 'VERB']","['ADJ', 'O', 'O']","['ADJ', 'CCONJ', 'VERB']","['ADJ', 'CCONJ', 'VERB']","['ADJ', 'CCONJ', 'VERB']","['B-IT', 'O', 'O']","['B-NULL', 'O', 'O']"
1933,train-1933,"['Wretched', 'and', 'retching']",implicit,,retching,negative,RESTAURANT GENERAL negative,"['ADJ', 'CCONJ', 'VERB']","['ADJ', 'O', 'VERB']","['ADJ', 'CCONJ', 'VERB']","['ADJ', 'CCONJ', 'VERB']","['ADJ', 'CCONJ', 'VERB']","['O', 'O', 'B-IT']","['O', 'O', 'B-NULL']"
1934,train-1934,"['The', 'food', 'is', 'delicious', '-', 'from', 'the', 'specials', 'to', 'the', 'regular', 'menu', '-', 'fare', ',', 'the', 'dishes', 'are', 'never', 'a', 'disappointment', '.']",explicit,food,delicious,positive,FOOD QUALITY positive,"['DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADV', 'DET', 'NOUN', 'PUNCT']","['O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O', 'ADP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O', 'ADP', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O', 'ADP', 'O', 'NOUN', 'ADP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
