As_true	As_pre	sentence	true_ner	predict_ner
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] you won ’ t be disappointed by their menu. [SEP]	O O O O O O O O O B-EO O O	O O O O O O O O O B-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] many people talk about the great pizza and poor service, so it ca nt just be the rantings of a few dissatisfied customers. [SEP]	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] many people talk about the great pizza and poor service, so it ca nt just be the rantings of a few dissatisfied customers. [SEP]	O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O	O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] i will not go back. [SEP]	O O O B-NULL I-NULL I-NULL O O	O O O B-NULL I-NULL I-NULL O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] my service was stellar! [SEP]	O O B-EO O O O O	O O B-EO O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] we are for sure coming back to this restaurant. [SEP]	O O O O O O O O O B-EO O O	O O O O O O O O O B-EO O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] will definitely be back. [SEP]	O O O B-NULL I-NULL O O	O O O B-NULL I-NULL O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] maybe it is good for that one night once in a blue moon when the chefs decide to use fish that s half - way decent. [SEP]	O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O	O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – i ve been to open sesame only once, but i m still reeling from the experience!! [SEP]	O O O O O O B-EO I-EO O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-NULL O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] the pancakes were certainly inventive but $ 8. 50 for 3 - 6 ` ` pancakes ( one of them was more like 5 ` ` ) in the pancake flight ( sample of 3 different pancakes ) is well over - priced. [SEP]	O O B-EO O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#PRICES#NEGATIVE	FOOD#PRICES#NEGATIVE	[CLS] the pancakes were certainly inventive but $ 8. 50 for 3 - 6 ` ` pancakes ( one of them was more like 5 ` ` ) in the pancake flight ( sample of 3 different pancakes ) is well over - priced. [SEP]	O O B-EO O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] however, one sunday afternoon my husband and i did go ( although with my loud protests ) and were pleasantly surprised. [SEP]	O O O O O O O O O O O O O O O O O O O O O B-NULL I-NULL O O	O O O O O O O O O O O O O O O O O O O O O B-NULL I-NULL O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] well worth it [SEP]	O O B-NULL O O	O O B-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] caution - its real food for people who love the best. [SEP]	O O O O O B-EO O O O O O O O O	O O O O O B-EO O O O O O O O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] i have a but here - there was a bathroom attendant in the restroom which was odd. [SEP]	O O O O O O O O O O O O O O B-EO O O O O O	O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the best dish are the honwy walnut prawns - - just outstanding. [SEP]	O O O O O O B-EO I-EO I-EO O O O O O O	O O O B-EO O O O O I-EO O O O O O O
FOOD#STYLE_OPTIONS#NEGATIVE	FOOD#STYLE_OPTIONS#NEGATIVE	[CLS] the pancakes should be larger ( at least 8 ` ` ) to justify the expense even with the unique offerings. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] – my first time to dine at this restaurant was with my son and it was absolutely horrible! [SEP]	O O O O O O O O O B-EO O O O O O O O O O O O	O O O O O O O O O B-EO O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] excellent [SEP]	O B-NULL O	O B-NULL O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] parking is reasonably good, they have their own lot and you can park in the park nearby. [SEP]	O O O B-NULL I-NULL O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] caesar salad was superb. [SEP]	O B-EO I-EO O O O O	O B-EO I-EO O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – i do nt understand how i was a stranger to this place for so long... the fajita salad, the colorado, the fajitas - everything is delicious. [SEP]	O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – i do nt understand how i was a stranger to this place for so long... the fajita salad, the colorado, the fajitas - everything is delicious. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – i do nt understand how i was a stranger to this place for so long... the fajita salad, the colorado, the fajitas - everything is delicious. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] best chinese food i have tasted in a long time [SEP]	O O B-EO I-EO O O O O O O O O	O O B-EO I-EO O O O O O O O O
RESTAURANT#PRICES#POSITIVE	RESTAURANT#PRICES#POSITIVE	[CLS] the price was right too. [SEP]	O O O O B-NULL O O O	O O O O B-NULL O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] delicious...! [SEP]	O B-NULL O O O O O	O B-NULL O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] we put out name down and although there were open tables we were told that it d be a 30 minute wait. [SEP]	O O O O O O O O O O O O O O O O O O O O O O B-NULL O O	O O O O O O O O O O O O O O O O O O O O O O B-EO O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] the coffe is very good, too. [SEP]	O O B-EO O O O O O O O	O O B-EO O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] we waited over 30 minutes for our drinks and over 1 1 / 2 hours for our food. [SEP]	O O B-NULL O O O O O O O O O O O O O O O O O O	O O B-NULL O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the servers behind the counter are always friendly and helpful. [SEP]	O O B-EO I-EO I-EO I-EO O O O O O O O	O O B-EO I-EO O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] our waiter was non - existent and after our food finally arrived over an hour after we ordered, we were not given any water or utensils. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] – this place is unbelievably over - rated. [SEP]	O O O B-EO O O O O O O O	O O O B-EO O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] very poor customer service. [SEP]	O O O B-EO I-EO O O	O O O B-EO I-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] we ’ re can ’ t say enough about their delicious gourmet pizza ’ s! [SEP]	O O B-EO O O B-EO O O O O O O O B-EO I-EO I-EO O O	O O O O O O O O O O O O B-EO I-EO I-EO I-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland. [SEP]	O O O O O B-EO O O O O O O O O O O O O	O O O O O B-EO O O O O O O O O O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland. [SEP]	O O O O O O O O O O B-EO O O O O O O O	O O O O O O O O O O B-EO O O O O O O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] the only drawback is the crowded seating and the slow service. [SEP]	O O O O O O O B-EO O O O O O O	O O O O O O B-NULL O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] the only drawback is the crowded seating and the slow service. [SEP]	O O O O O O O O O O O B-EO O O	O O O O O O O O O O O B-EO O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] not alot of smoking places left in new york, but i have found my favorite smoking balconey in the city. [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O O O O	O O O O O O O O O O O O O O O O O O B-EO O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] we shared the family platter and i especially enjoyed the black cod in sake kasu. [SEP]	O O O O O O O O O O O B-EO I-EO I-EO I-EO I-EO O O	O O O O O O O O O O O B-EO I-EO I-EO I-EO I-EO O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] but the space is small and lovely, and the service is helpful. [SEP]	O O O B-EO O O O O O O O O O O O O	O O O B-EO O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] but the space is small and lovely, and the service is helpful. [SEP]	O O O B-EO O O O O O O O O O O O O	O O O B-EO O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] but the space is small and lovely, and the service is helpful. [SEP]	O O O O O O O O O O O B-EO O O O O	O O O O O O O O O O O B-EO O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] it was worth the wait. [SEP]	O O O B-NULL O O O O	O O O B-NULL O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] yummy. [SEP]	O B-NULL O O	O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] delectable [SEP]	O B-NULL O	O B-NULL O
SERVICE#GENERAL#NEUTRAL	SERVICE#GENERAL#NEUTRAL	[CLS] - mediocre service / quality [SEP]	O O O B-EO O O O	O O O B-EO O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – this is one of my top lunch spots, huge portions, fast service and amazing margaritas!! [SEP]	O O O O O O O B-NULL I-NULL I-NULL O O O O O O O O O O O O	O O O O O O O B-NULL I-NULL O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] – this is one of my top lunch spots, huge portions, fast service and amazing margaritas!! [SEP]	O O O O O O O O O O O O B-EO O O O O O O O O O	O O O O O O O O O O O B-NULL O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] – this is one of my top lunch spots, huge portions, fast service and amazing margaritas!! [SEP]	O O O O O O O O O O O O O O O B-EO O O O O O O	O O O O O O O O O O O O O O O B-EO O O O O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] – this is one of my top lunch spots, huge portions, fast service and amazing margaritas!! [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O O	O O O O O O O O O O O O O O O O O O B-EO O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] best crab cakes in town [SEP]	O O B-EO I-EO O O O	O O B-EO I-EO O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] everything i ve had here is good, taco salads, burritos, enchiladas i love this place. [SEP]	O O O O O O O O O B-EO I-EO O O O O O O O O O O	O O O O O O O O O B-EO O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] everything i ve had here is good, taco salads, burritos, enchiladas i love this place. [SEP]	O O O O O O O O O O O O B-EO O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] everything i ve had here is good, taco salads, burritos, enchiladas i love this place. [SEP]	O O O O O O O O O O O O O O B-EO O O O O O O	O O O O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] everything i ve had here is good, taco salads, burritos, enchiladas i love this place. [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O	O O O O O O O O O O O O O O O O O O B-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] everything i ve had here is good, taco salads, burritos, enchiladas i love this place. [SEP]	O O O O O O O B-NULL O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] great pizza, poor service [SEP]	O O B-EO O O O O	O O B-EO O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] great pizza, poor service [SEP]	O O O O O B-EO O	O O O O O B-EO O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] splendid [SEP]	O B-NULL O	O B-NULL O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] my best friend had the chicken shawarma and she still raves about it being the best anywhere! [SEP]	O O O O O O B-EO I-EO O O O O O O O O O O O O	O O O O O O B-EO I-EO O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#NEGATIVE	FOOD#STYLE_OPTIONS#NEGATIVE	[CLS] chintzy portions [SEP]	O O B-EO O	O O B-EO O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] good eats. [SEP]	O O B-EO O O	O O B-EO O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] normally, places ask how hot you want it, but they did nt. [SEP]	O O O O O O O O O O O B-NULL I-NULL I-NULL I-NULL O O	O O O O O O O O O O O O B-NULL I-NULL I-NULL O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] i ve always found the wait staff and, if you sit at the bar, the cooks very friendly. [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O O O	O O O O O O B-EO I-EO O O O O O O O O O O B-EO O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] nothing on the menu is less than amazing. [SEP]	O O O O B-EO O O O O O O	O O O O B-EO O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] my party of two was feeling particularly ambitious, and we splurged on the shilshole sampler... a beautiful assortment of enormous white gulf prawns, smoked albacore tuna, ray s fantastic manila clams seasoned with dill, scallops in a tasty soy dressing, and a tiny pile of dungeness crab atop a sublime butter sauce. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] my party of two was feeling particularly ambitious, and we splurged on the shilshole sampler... a beautiful assortment of enormous white gulf prawns, smoked albacore tuna, ray s fantastic manila clams seasoned with dill, scallops in a tasty soy dressing, and a tiny pile of dungeness crab atop a sublime butter sauce. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O I-EO O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] my party of two was feeling particularly ambitious, and we splurged on the shilshole sampler... a beautiful assortment of enormous white gulf prawns, smoked albacore tuna, ray s fantastic manila clams seasoned with dill, scallops in a tasty soy dressing, and a tiny pile of dungeness crab atop a sublime butter sauce. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] my party of two was feeling particularly ambitious, and we splurged on the shilshole sampler... a beautiful assortment of enormous white gulf prawns, smoked albacore tuna, ray s fantastic manila clams seasoned with dill, scallops in a tasty soy dressing, and a tiny pile of dungeness crab atop a sublime butter sauce. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] my party of two was feeling particularly ambitious, and we splurged on the shilshole sampler... a beautiful assortment of enormous white gulf prawns, smoked albacore tuna, ray s fantastic manila clams seasoned with dill, scallops in a tasty soy dressing, and a tiny pile of dungeness crab atop a sublime butter sauce. [SEP]	O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i was frankly shocked when i read the bad reviews - this place is fantastic ; it has not let us down in any way, and we ve eaten here more than 10 times. [SEP]	O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] your a sushi fan, you love expertly cut fish, great sake, a killer soho location, and of course : salmon, tuna, fluke, yellow tail, cod, mackeral, jellyfish, sea urchin, shrimp, lobster, sea bream, trout, milk fish, blue fin tuna, eel, crab, sardine, monk fish, roe, scallop, oysters, and a varity of toro. [SEP]	O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] your a sushi fan, you love expertly cut fish, great sake, a killer soho location, and of course : salmon, tuna, fluke, yellow tail, cod, mackeral, jellyfish, sea urchin, shrimp, lobster, sea bream, trout, milk fish, blue fin tuna, eel, crab, sardine, monk fish, roe, scallop, oysters, and a varity of toro. [SEP]	O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O I-EO O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] your a sushi fan, you love expertly cut fish, great sake, a killer soho location, and of course : salmon, tuna, fluke, yellow tail, cod, mackeral, jellyfish, sea urchin, shrimp, lobster, sea bream, trout, milk fish, blue fin tuna, eel, crab, sardine, monk fish, roe, scallop, oysters, and a varity of toro. [SEP]	O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-EO O O
LOCATION#GENERAL#POSITIVE	LOCATION#GENERAL#POSITIVE	[CLS] your a sushi fan, you love expertly cut fish, great sake, a killer soho location, and of course : salmon, tuna, fluke, yellow tail, cod, mackeral, jellyfish, sea urchin, shrimp, lobster, sea bream, trout, milk fish, blue fin tuna, eel, crab, sardine, monk fish, roe, scallop, oysters, and a varity of toro. [SEP]	O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] your a sushi fan, you love expertly cut fish, great sake, a killer soho location, and of course : salmon, tuna, fluke, yellow tail, cod, mackeral, jellyfish, sea urchin, shrimp, lobster, sea bream, trout, milk fish, blue fin tuna, eel, crab, sardine, monk fish, roe, scallop, oysters, and a varity of toro. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O	O O O O I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the service is fantastic at this fun place. [SEP]	O O B-EO O O O O O O O O	O O B-EO O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] the service is fantastic at this fun place. [SEP]	O O O O O O O O B-EO O O	O O O O O O O O B-EO O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] also, there was only one bathroom stall - probably need more for such big crowds. [SEP]	O O O O O O O B-EO O O O O O O O O O O O	O O O O O O O O I-EO O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] we left without ever getting service. [SEP]	O O O O O O B-EO O O	O O O O O O B-EO O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i liked it. [SEP]	O O B-NULL O O O	O O B-NULL O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – i highly recommend mioposto. [SEP]	O O O O O B-EO O O	O O O O O B-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the food is fantastic, authentic, delicious and very, very affordable. [SEP]	O O B-EO O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the food is fantastic, authentic, delicious and very, very affordable. [SEP]	O O B-EO O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the food is fantastic, authentic, delicious and very, very affordable. [SEP]	O O B-EO O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O
FOOD#PRICES#POSITIVE	FOOD#PRICES#POSITIVE	[CLS] the food is fantastic, authentic, delicious and very, very affordable. [SEP]	O O B-EO O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i have eaten here three times and have found the quality and variety of the fish to be excellent. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O O	O O O O O O O O O O O O O O O O B-EO O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] i have eaten here three times and have found the quality and variety of the fish to be excellent. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O O	O O O O O O O O O O O O O O O O B-EO O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] but she is very friendly with certain people, making it even more annoying. [SEP]	O O O O O O O O O O O O O O B-NULL O O	O O O O O O O O O O O O O O B-NULL O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] the regular menu here is slightly above average that is not worth the snotty attitude that you receive. [SEP]	O O B-EO I-EO O O O O O O O O O O O O O O O O O	O O B-EO I-EO O O O O O O O O O O O O O O O O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] the regular menu here is slightly above average that is not worth the snotty attitude that you receive. [SEP]	O O B-EO I-EO O O O O O O O O O O O O O O O O O	O O B-EO I-EO O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] the regular menu here is slightly above average that is not worth the snotty attitude that you receive. [SEP]	O O O O O O O O O O O O O O B-NULL O O O O O O	O O O O O O O O O O O O O O B-NULL O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] also, they serve the best hummus in america, with a drizzle of fragrant olive oil ( which, i believe is the traditional way )! [SEP]	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] also, they serve the best hummus in america, with a drizzle of fragrant olive oil ( which, i believe is the traditional way )! [SEP]	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] great beer [SEP]	O O B-EO O	O O B-EO O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] seafood plus [SEP]	O B-EO O O	O B-EO O O
